N,P,K,temperature,humidity,ph,rainfall,label
117,60,40,23.5,69,5.0,276,Wheat
97,40,29,17.6,83,6.1,282,Wheat
101,20,56,19.4,54,6.5,226,Rice
136,68,63,27.6,39,4.7,283,Millet
97,63,59,20.6,40,7.9,269,Wheat
138,37,92,30.5,62,5.0,290,Cotton
150,99,27,15.1,69,8.0,132,Groundnut
129,23,49,37.9,84,6.5,202,Rice
83,54,62,31.1,33,5.3,260,Cotton
97,79,44,20.9,40,6.9,228,Sugarcane
139,84,59,32.6,78,7.1,236,Sugarcane
72,60,64,20.7,70,7.3,199,Wheat
129,76,54,38.4,80,7.9,185,Sugarcane
84,57,75,34.9,30,8.2,257,Cotton
132,80,41,39.5,40,7.7,156,Sugarcane
136,21,22,35.3,85,5.9,196,Maize
75,57,52,18.7,65,5.5,267,Wheat
79,36,99,21.5,83,7.7,263,Wheat
81,38,40,20.9,54,7.3,224,Millet
133,82,64,19.4,79,8.5,276,Sugarcane
147,49,94,15.1,74,5.6,240,Sunflower
138,65,69,15.8,78,5.2,283,Sugarcane
143,99,82,27.9,87,7.2,106,Sugarcane
54,55,69,18.7,31,5.2,234,Wheat
147,86,66,15.7,35,7.2,262,Sugarcane
98,14,76,28.0,88,8.2,170,Barley
126,59,33,34.4,60,6.8,197,Barley
133,50,10,34.1,75,8.3,103,Soybean
83,42,59,18.4,65,6.7,187,Soybean
101,84,94,19.7,65,5.9,203,Sugarcane
132,93,42,15.2,46,5.6,271,Sugarcane
50,85,15,33.6,39,6.8,154,Sugarcane
71,87,61,39.3,39,7.3,115,Cotton
120,31,16,33.8,34,7.2,258,Millet
86,59,29,30.0,37,6.5,207,Millet
115,68,93,18.7,31,7.0,149,Groundnut
98,92,97,18.6,60,5.4,250,Sugarcane
144,48,44,16.3,44,4.6,144,Soybean
106,83,37,26.9,71,7.3,149,Wheat
136,36,13,27.0,58,7.6,102,Maize
65,35,68,30.8,49,5.8,251,Cotton
106,93,26,26.9,57,6.1,174,Sugarcane
76,57,39,39.6,65,5.5,181,Sugarcane
114,98,28,31.3,49,5.0,243,Sugarcane
140,97,14,25.3,53,4.8,296,Sugarcane
85,48,77,29.2,65,5.7,209,Barley
149,71,53,33.3,34,5.4,284,Sugarcane
105,92,54,31.6,67,7.6,299,Sugarcane
126,71,44,22.1,36,7.0,113,Soybean
65,63,86,19.5,45,7.6,128,Wheat
69,72,49,23.0,51,8.0,166,Wheat
87,49,94,23.8,81,6.6,260,Sunflower
146,50,22,32.8,39,6.4,257,Rice
87,35,81,20.1,68,7.6,241,Sugarcane
92,73,98,30.5,31,4.6,101,Cotton
108,33,52,18.1,68,6.3,136,Wheat
99,64,80,26.0,66,6.4,183,Sugarcane
63,91,15,23.5,66,7.6,248,Wheat
93,60,39,29.9,77,5.2,251,Millet
111,24,30,36.8,72,7.1,293,Soybean
82,21,19,25.9,48,8.1,110,Millet
59,71,46,32.3,79,6.1,230,Sugarcane
144,72,80,36.4,67,5.6,183,Cotton
86,43,13,34.1,83,6.7,228,Millet
70,88,30,24.7,61,5.0,119,Wheat
123,87,82,28.9,36,7.5,249,Sugarcane
96,53,31,36.4,49,7.1,204,Millet
123,48,14,34.3,89,6.7,258,Rice
106,92,25,26.6,74,7.3,194,Sugarcane
52,89,14,37.2,88,7.3,242,Sugarcane
89,78,28,28.6,80,7.6,140,Groundnut
99,56,75,25.7,72,5.3,210,Sunflower
125,48,43,37.4,65,8.1,101,Wheat
107,45,43,31.2,86,7.1,229,Cotton
136,89,57,24.2,49,6.6,282,Rice
75,20,27,17.9,45,5.9,194,Sugarcane
149,16,80,28.8,87,5.5,297,Cotton
113,38,77,23.4,59,5.3,142,Sunflower
116,21,94,15.6,60,6.9,190,Rice
134,35,62,24.0,65,6.6,289,Rice
70,99,32,24.4,79,6.0,117,Wheat
90,53,37,17.4,65,5.1,101,Groundnut
120,56,25,22.7,37,5.5,264,Wheat
119,99,21,31.7,60,6.2,135,Cotton
113,66,89,20.8,54,5.4,212,Rice
75,60,70,34.2,86,7.7,147,Cotton
59,88,30,29.2,31,4.7,182,Wheat
105,95,21,31.8,46,6.9,115,Millet
72,70,98,37.9,46,6.4,278,Cotton
77,15,49,21.1,69,7.4,186,Maize
66,58,70,34.6,39,7.1,113,Cotton
70,79,87,18.9,69,6.6,234,Wheat
117,96,73,17.6,74,6.3,244,Rice
124,60,47,32.0,35,5.6,131,Millet
132,11,14,23.3,71,5.9,126,Wheat
70,53,38,35.4,72,7.4,278,Soybean
55,33,41,16.9,74,6.2,100,Maize
82,83,59,32.8,34,7.7,186,Sugarcane
135,62,54,31.7,68,7.4,155,Sunflower
64,10,74,24.7,61,6.8,204,Maize
59,31,75,30.3,87,8.4,226,Cotton
50,55,86,39.7,57,6.2,195,Cotton
57,16,52,39.8,68,5.6,269,Wheat
58,68,93,37.6,58,5.9,295,Cotton
108,23,78,17.1,42,7.8,118,Sunflower
93,82,25,25.0,75,8.1,157,Sugarcane
78,86,18,32.1,38,6.4,226,Sugarcane
144,66,27,20.3,46,8.0,277,Cotton
143,76,53,19.7,44,6.6,177,Sugarcane
93,21,40,36.3,80,7.9,187,Wheat
50,10,30,32.4,56,7.4,135,Millet
98,18,87,37.1,46,4.7,241,Cotton
83,92,12,37.4,75,8.0,105,Maize
61,62,79,38.7,88,7.1,117,Cotton
98,97,19,26.4,43,5.0,271,Sugarcane
135,91,72,34.5,51,5.6,192,Cotton
77,78,44,28.8,38,7.3,201,Wheat
150,52,96,18.1,70,6.4,256,Rice
83,80,55,26.0,58,5.1,245,Sugarcane
62,84,86,24.6,38,5.0,142,Wheat
103,68,95,29.2,54,5.2,105,Soybean
76,10,40,21.2,62,4.9,135,Soybean
96,21,48,39.3,82,7.3,239,Rice
142,44,100,36.2,59,4.8,222,Cotton
55,27,80,35.7,64,4.6,281,Cotton
135,63,58,23.6,86,6.8,190,Rice
52,42,90,16.8,77,7.2,169,Maize
94,80,59,15.7,51,7.5,240,Sugarcane
140,94,68,21.9,84,8.0,295,Sugarcane
134,59,10,18.3,40,6.1,229,Rice
54,78,90,34.3,44,6.8,223,Cotton
108,55,27,33.1,89,7.1,110,Maize
68,11,82,34.9,51,7.0,111,Cotton
135,43,94,28.3,52,8.4,207,Groundnut
85,62,20,26.7,80,6.9,208,Sugarcane
77,29,89,15.4,78,7.0,143,Rice
114,74,47,30.5,30,7.0,187,Sugarcane
123,31,95,20.1,73,6.4,284,Rice
89,92,100,29.9,38,5.1,153,Sugarcane
110,93,74,17.4,53,4.6,296,Sugarcane
116,45,54,28.9,51,5.3,108,Sugarcane
78,49,87,26.4,34,5.5,203,Millet
147,17,32,33.1,41,4.7,297,Millet
112,53,42,31.7,46,8.5,257,Millet
96,64,58,24.8,73,6.7,122,Maize
149,17,90,24.9,35,4.8,265,Cotton
101,28,96,28.1,90,7.4,137,Millet
108,33,66,37.0,69,8.2,150,Cotton
74,97,72,20.1,71,6.7,102,Wheat
88,62,59,15.6,69,4.9,190,Barley
115,74,96,15.8,46,4.5,138,Sugarcane
138,65,25,23.9,49,7.8,273,Groundnut
114,28,82,34.9,57,5.3,237,Cotton
118,38,62,29.3,62,8.3,100,Rice
75,17,97,21.4,78,6.1,117,Wheat
65,49,11,15.8,30,5.0,180,Sugarcane
143,13,19,35.2,38,8.5,135,Millet
82,49,25,22.2,73,6.7,156,Wheat
50,15,47,29.1,59,5.1,277,Sunflower
64,54,63,26.6,41,5.7,300,Wheat
124,57,76,19.6,31,4.7,253,Wheat
50,74,85,39.7,85,7.4,162,Cotton
89,28,83,32.8,41,8.0,241,Cotton
94,99,69,16.3,69,6.8,124,Rice
101,34,100,32.6,83,4.7,217,Cotton
75,84,33,16.0,69,4.9,183,Wheat
110,78,18,20.7,46,7.1,263,Sugarcane
80,40,96,27.6,87,8.0,143,Wheat
115,90,79,24.0,51,7.0,171,Sugarcane
50,34,67,18.2,40,5.4,114,Sugarcane
121,67,60,31.7,64,7.9,266,Maize
103,11,50,27.9,46,6.4,114,Millet
109,88,76,34.0,71,4.6,119,Cotton
109,37,14,33.9,37,5.8,176,Millet
144,16,54,35.7,31,7.7,204,Millet
71,28,17,22.9,55,6.5,262,Sunflower
118,28,63,30.4,45,6.7,222,Rice
125,61,23,38.3,50,6.0,107,Barley
116,92,82,20.8,50,6.9,189,Sugarcane
136,10,74,19.6,39,5.0,191,Sunflower
65,12,50,21.0,62,7.3,160,Sugarcane
113,69,63,38.3,37,8.1,223,Cotton
50,76,89,23.4,42,7.3,158,Wheat
112,34,79,18.4,70,5.7,241,Barley
92,86,32,18.4,49,4.7,291,Sugarcane
69,28,42,28.4,33,8.2,217,Millet
63,81,14,32.1,65,7.5,251,Sugarcane
103,53,24,38.3,40,4.7,180,Millet
52,25,76,37.3,72,5.7,163,Cotton
149,21,72,19.0,52,7.2,108,Sugarcane
85,23,66,31.6,46,7.7,143,Cotton
131,32,87,24.6,38,8.0,172,Groundnut
78,21,24,30.8,63,6.2,269,Barley
131,68,16,16.7,41,7.1,114,Sunflower
149,87,26,18.7,43,6.1,294,Rice
126,13,21,20.3,79,6.5,111,Wheat
117,60,90,34.8,67,8.1,144,Cotton
142,78,46,20.1,71,4.6,148,Wheat
112,15,76,21.4,46,6.4,198,Sunflower
121,62,53,31.1,70,4.6,144,Millet
105,82,58,32.1,65,4.9,112,Sunflower
146,68,54,24.7,87,5.2,194,Groundnut
133,80,99,32.6,70,4.5,278,Cotton
80,33,21,16.6,35,5.6,206,Sugarcane
138,94,19,21.7,46,7.5,226,Sugarcane
136,99,45,16.4,43,4.7,200,Sugarcane
79,57,78,37.5,77,5.3,220,Cotton
102,29,97,20.3,77,5.3,299,Millet
73,55,49,29.1,80,7.7,136,Wheat
143,39,58,26.9,52,8.2,156,Maize
69,22,39,19.0,90,4.9,259,Barley
108,89,58,15.8,65,6.6,105,Millet
122,49,22,33.2,54,6.1,277,Rice
52,59,56,34.3,86,5.0,266,Maize
147,74,68,26.4,58,6.6,240,Rice
50,28,19,35.4,36,8.2,120,Millet
121,16,46,21.9,35,7.0,107,Maize
150,23,73,25.6,74,7.8,209,Sugarcane
83,36,19,19.4,44,6.6,140,Wheat
105,89,20,17.4,83,7.0,197,Sugarcane
117,48,50,34.6,35,7.7,109,Millet
77,28,40,16.6,51,7.8,186,Wheat
87,89,32,25.1,60,5.7,135,Sunflower
133,12,96,35.9,32,6.3,288,Rice
104,97,81,30.2,85,6.4,238,Rice
80,66,86,22.4,46,5.6,127,Sugarcane
75,75,33,29.2,88,7.0,190,Wheat
99,35,83,34.2,86,8.0,292,Cotton
71,93,43,33.8,83,6.3,201,Sugarcane
85,79,57,39.4,61,6.1,185,Sugarcane
99,22,72,38.3,42,5.4,186,Cotton
103,35,62,32.5,49,5.2,101,Cotton
141,14,97,31.2,65,6.2,291,Rice
91,27,56,33.8,57,4.6,160,Groundnut
127,52,64,22.0,58,6.2,216,Rice
96,92,31,24.1,87,7.9,202,Sugarcane
95,12,90,30.8,55,7.0,249,Cotton
62,91,11,22.9,54,5.6,279,Wheat
60,23,27,19.7,77,5.5,145,Millet
122,60,83,28.7,39,5.5,227,Millet
117,64,84,37.3,46,6.8,108,Cotton
60,72,58,25.4,35,5.9,151,Wheat
86,100,53,25.9,48,5.3,221,Sugarcane
99,95,26,16.9,77,7.7,116,Millet
118,31,34,37.7,56,6.2,137,Barley
131,19,44,39.3,45,5.4,247,Millet
149,78,90,28.9,68,6.2,293,Rice
58,61,74,37.8,65,8.0,259,Cotton
52,54,81,39.7,84,7.2,286,Cotton
106,47,62,21.0,74,5.6,198,Soybean
146,85,60,37.4,84,5.1,273,Sugarcane
74,45,58,33.3,65,7.0,214,Wheat
64,61,73,28.0,67,6.1,166,Wheat
80,14,68,24.0,59,6.6,242,Millet
98,78,69,30.9,54,4.6,270,Cotton
143,91,75,20.5,34,8.3,275,Sugarcane
68,41,54,16.0,33,5.1,160,Barley
108,62,47,21.0,30,6.7,129,Wheat
55,65,65,28.7,89,4.6,257,Wheat
117,44,46,31.0,60,5.5,108,Maize
80,10,62,29.7,35,7.2,272,Millet
147,84,68,16.7,44,4.6,284,Sugarcane
91,23,78,28.6,64,6.8,219,Wheat
136,63,74,28.8,62,4.9,196,Maize
60,35,93,18.2,63,8.3,169,Wheat
130,48,93,32.2,73,4.6,193,Cotton
67,99,63,25.2,76,4.7,137,Wheat
77,33,52,17.0,88,8.1,248,Sugarcane
141,75,35,32.8,52,8.0,294,Sugarcane
59,27,78,36.6,53,5.5,122,Cotton
126,65,81,39.7,53,6.7,250,Rice
119,46,95,39.1,70,8.5,167,Cotton
111,79,26,25.9,45,4.7,219,Sugarcane
141,90,34,29.6,33,7.3,290,Sugarcane
117,21,78,16.9,41,6.7,195,Barley
140,25,54,33.3,50,7.7,182,Groundnut
101,10,80,18.8,61,5.9,124,Cotton
140,85,38,31.4,40,7.9,160,Sugarcane
97,54,16,21.7,81,7.1,236,Soybean
146,32,59,35.3,42,5.6,251,Millet
141,28,35,23.1,66,4.6,118,Sunflower
134,87,65,39.9,42,5.2,274,Cotton
82,98,40,32.1,76,5.5,300,Sugarcane
94,61,13,27.2,44,4.6,295,Millet
62,36,81,29.4,80,5.5,187,Rice
135,94,64,18.6,43,5.3,128,Millet
122,61,29,23.2,74,5.3,262,Rice
130,83,88,31.8,40,6.4,258,Rice
129,66,50,20.9,34,7.7,116,Cotton
96,70,84,34.2,65,7.7,289,Cotton
84,43,35,15.3,78,5.1,156,Maize
147,60,49,18.0,73,8.1,223,Rice
134,95,67,17.6,53,5.3,165,Sugarcane
114,19,74,25.1,33,6.7,271,Rice
80,35,13,17.8,65,7.0,144,Cotton
89,96,45,26.8,74,4.5,143,Maize
103,65,88,21.5,75,5.1,287,Sunflower
114,95,45,32.6,51,5.1,117,Soybean
68,33,24,30.8,43,5.1,155,Millet
106,27,97,26.5,56,7.8,279,Barley
126,37,88,17.9,37,8.4,284,Rice
80,95,44,30.9,36,6.5,107,Millet
86,17,97,37.8,49,7.1,221,Cotton
76,32,36,19.1,55,6.5,192,Wheat
67,80,95,38.4,45,7.3,188,Cotton
103,20,64,27.5,73,6.0,229,Rice
120,11,11,20.3,78,4.8,252,Maize
121,35,93,34.0,62,8.3,216,Cotton
59,32,55,17.7,39,6.2,168,Millet
125,77,45,15.0,36,4.9,159,Sugarcane
83,98,62,38.7,41,8.3,265,Cotton
128,20,51,28.0,90,7.5,270,Sugarcane
146,57,91,29.3,31,7.0,134,Millet
103,70,58,31.8,44,5.3,254,Millet
126,83,78,16.4,68,6.3,295,Rice
116,78,21,28.1,88,7.5,127,Millet
125,33,20,28.4,80,5.8,107,Barley
88,61,12,21.7,82,4.6,250,Sugarcane
135,92,56,26.1,50,7.9,215,Sugarcane
123,47,23,15.4,34,8.1,189,Groundnut
77,61,29,15.9,38,7.8,289,Wheat
119,96,15,15.5,79,5.0,231,Sugarcane
53,62,15,22.5,81,6.5,275,Wheat
138,46,66,30.8,41,7.5,112,Cotton
116,98,51,28.2,43,4.6,204,Sugarcane
71,85,87,26.8,39,6.1,128,Wheat
97,81,14,31.3,86,5.4,240,Sugarcane
110,54,88,21.3,58,6.9,289,Rice
65,15,69,39.2,68,6.0,110,Cotton
87,44,30,37.4,58,4.9,124,Groundnut
119,29,18,15.8,80,6.1,131,Sugarcane
89,30,12,38.2,51,8.2,189,Groundnut
100,24,44,16.3,60,6.0,197,Rice
120,64,93,16.9,70,7.4,115,Cotton
63,70,34,19.2,46,7.3,209,Wheat
129,32,39,35.1,32,6.5,295,Rice
60,69,34,36.5,36,6.1,168,Millet
90,48,98,17.6,67,5.5,186,Maize
83,19,70,38.4,57,5.1,266,Cotton
102,50,37,20.3,63,4.9,146,Soybean
72,89,67,25.0,68,5.6,222,Wheat
144,54,99,35.4,67,7.0,275,Rice
97,76,95,22.6,82,7.9,113,Wheat
135,98,20,18.3,53,4.7,127,Groundnut
84,99,95,22.6,37,7.0,178,Sugarcane
99,57,41,27.9,58,8.0,253,Sugarcane
103,48,68,37.7,64,6.5,235,Rice
86,12,99,24.8,86,5.6,218,Cotton
113,12,48,31.8,52,6.4,293,Rice
54,86,63,39.0,54,8.4,230,Cotton
115,18,77,30.7,88,7.9,165,Cotton
109,78,29,15.3,89,5.8,213,Sugarcane
135,11,86,30.3,79,7.3,294,Cotton
66,24,49,27.0,56,7.4,129,Wheat
99,82,91,36.3,66,8.2,295,Cotton
141,36,53,24.5,41,8.1,263,Maize
148,81,29,30.2,84,6.6,265,Rice
102,61,74,30.4,59,6.8,250,Rice
97,27,23,18.8,56,7.5,147,Sunflower
137,93,21,24.4,48,7.0,260,Rice
95,71,51,16.0,74,4.9,262,Sugarcane
74,22,29,17.5,47,7.4,269,Rice
138,28,57,39.0,80,7.0,139,Millet
54,62,98,33.3,61,5.2,170,Cotton
109,72,38,26.7,58,5.5,260,Sugarcane
94,15,92,34.4,53,6.1,252,Cotton
110,75,26,17.6,68,6.3,281,Rice
84,41,83,27.4,52,7.9,133,Groundnut
124,91,85,22.9,38,5.2,272,Sugarcane
80,10,77,27.3,60,7.2,161,Sugarcane
104,16,46,18.2,80,6.8,285,Rice
134,90,27,20.8,46,6.3,288,Rice
75,38,56,17.4,70,5.7,169,Sugarcane
105,98,51,33.6,78,5.8,279,Sugarcane
93,15,73,35.4,46,6.0,227,Cotton
58,55,50,23.1,81,7.2,240,Wheat
54,49,54,17.1,45,8.3,103,Barley
71,34,78,25.2,87,6.0,280,Rice
141,65,69,31.9,58,6.1,194,Cotton
143,82,16,30.6,67,4.8,213,Sugarcane
74,86,99,34.4,67,5.7,262,Cotton
73,58,17,26.5,71,5.3,234,Wheat
129,75,93,19.5,56,6.7,149,Rice
87,36,40,15.5,30,6.3,272,Millet
148,20,91,23.7,74,8.0,159,Millet
109,10,57,23.1,42,6.6,118,Rice
95,55,76,15.0,55,6.5,192,Wheat
67,22,30,16.2,57,4.8,203,Rice
142,30,26,26.1,55,6.3,150,Barley
56,86,66,16.6,68,8.3,158,Wheat
125,25,86,19.8,35,6.3,300,Rice
68,84,37,36.4,70,5.0,183,Sugarcane
121,92,63,33.0,33,7.0,166,Cotton
60,94,79,32.5,67,5.9,173,Cotton
86,83,80,32.9,44,7.3,133,Cotton
98,52,35,29.4,38,7.0,101,Millet
141,26,97,18.7,53,6.6,229,Rice
104,91,97,34.0,55,7.0,109,Cotton
109,67,12,33.7,56,5.5,259,Rice
145,82,64,37.5,36,6.4,277,Rice
54,68,56,29.9,75,5.7,247,Wheat
61,82,90,36.0,87,7.5,262,Cotton
121,22,10,20.4,63,6.6,178,Wheat
112,80,18,27.6,86,5.6,192,Sugarcane
105,99,100,16.1,39,8.3,147,Barley
95,89,88,18.7,76,6.4,273,Sugarcane
145,28,38,21.8,84,7.8,103,Wheat
121,73,76,20.5,90,5.3,148,Barley
108,36,88,23.9,80,7.3,113,Sugarcane
114,36,88,30.1,45,6.1,289,Rice
139,79,82,36.3,57,6.0,148,Cotton
134,76,30,27.9,39,5.6,251,Sugarcane
146,90,38,15.6,64,5.8,240,Sugarcane
50,33,29,17.9,85,5.9,176,Millet
150,52,16,15.3,56,4.9,106,Groundnut
116,99,33,21.3,82,5.2,275,Sugarcane
87,98,80,19.7,35,7.2,149,Millet
73,38,12,15.4,76,7.2,203,Cotton
101,11,23,23.3,63,6.6,230,Rice
116,78,81,24.7,87,7.5,101,Wheat
123,78,66,24.2,87,6.8,175,Sugarcane
104,88,81,30.4,41,6.1,171,Cotton
65,39,73,36.1,82,7.9,115,Cotton
75,24,96,16.1,71,6.2,173,Cotton
83,77,87,17.7,60,8.3,179,Sugarcane
125,88,50,27.2,63,5.0,119,Soybean
112,11,15,15.6,53,7.8,241,Cotton
97,38,36,35.6,67,7.7,278,Wheat
142,24,71,27.9,30,7.4,140,Millet
66,36,18,38.3,90,6.7,284,Rice
73,59,20,16.1,46,4.6,155,Wheat
128,19,71,37.6,66,8.4,214,Cotton
126,11,42,32.6,85,7.3,160,Barley
96,28,10,20.9,83,6.4,212,Wheat
58,10,50,37.8,82,5.4,286,Wheat
142,49,29,29.0,57,7.8,231,Cotton
133,24,78,19.9,79,7.7,176,Sugarcane
88,42,25,18.4,61,5.2,124,Sugarcane
89,18,45,22.7,60,7.7,131,Sunflower
125,74,54,33.7,66,6.6,251,Rice
54,11,97,38.0,40,8.4,217,Cotton
93,22,31,32.2,48,5.7,103,Millet
56,19,32,26.5,83,4.9,209,Groundnut
120,22,52,31.4,72,4.7,181,Millet
136,17,86,29.5,86,7.8,122,Wheat
69,37,22,19.8,79,6.0,297,Rice
61,48,30,31.6,78,7.5,214,Maize
144,40,10,39.5,63,6.4,268,Rice
53,56,38,30.6,70,4.6,155,Sunflower
123,83,81,17.6,48,7.6,276,Sugarcane
136,52,86,21.6,64,6.6,193,Groundnut
71,15,27,36.1,45,7.5,175,Millet
146,72,16,15.9,65,6.9,128,Groundnut
137,65,57,27.9,57,6.5,215,Rice
138,63,82,17.0,41,4.6,272,Sugarcane
62,90,44,17.3,36,7.7,233,Wheat
107,45,44,39.3,59,7.7,270,Sugarcane
75,36,55,25.2,44,5.4,246,Millet
78,54,29,22.8,73,5.4,230,Wheat
71,63,43,25.8,39,5.6,100,Wheat
76,63,22,29.6,45,6.7,119,Wheat
65,80,89,31.5,35,4.7,241,Cotton
59,32,43,36.3,30,5.3,269,Millet
67,64,64,17.0,75,5.4,182,Wheat
116,50,95,15.4,46,8.4,249,Sunflower
67,56,97,21.1,58,6.7,126,Wheat
134,53,59,37.5,30,7.0,231,Rice
97,16,61,39.7,66,6.6,147,Cotton
110,72,46,26.9,66,6.0,296,Rice
58,85,39,28.5,85,4.9,195,Wheat
119,97,86,19.0,36,6.7,201,Rice
83,12,52,36.9,65,5.0,202,Cotton
150,10,60,35.6,59,5.6,273,Groundnut
148,23,28,30.6,89,7.1,128,Sunflower
145,53,22,17.4,50,8.0,172,Sugarcane
145,56,72,27.8,86,5.3,145,Sugarcane
125,79,62,23.0,46,7.6,237,Sugarcane
110,57,95,31.1,34,6.6,290,Rice
118,35,41,38.8,38,8.0,230,Millet
133,97,27,39.5,37,7.8,167,Sugarcane
123,56,47,33.5,48,6.2,239,Rice
70,96,95,20.7,56,8.4,186,Wheat
105,63,38,15.4,60,4.9,139,Wheat
107,74,65,15.7,84,8.4,280,Sugarcane
58,87,77,32.4,67,5.0,177,Cotton
100,18,55,35.9,88,6.4,172,Soybean
52,85,17,21.0,50,5.5,121,Wheat
97,21,93,27.2,33,6.1,241,Millet
119,85,74,21.0,32,4.6,243,Sugarcane
134,62,18,18.1,36,5.3,158,Sugarcane
93,43,75,34.9,52,7.9,213,Cotton
128,88,11,16.8,60,4.7,101,Groundnut
55,53,24,38.2,88,7.1,270,Sugarcane
70,10,36,28.0,76,6.8,111,Cotton
104,11,62,32.4,88,8.2,240,Cotton
68,80,38,36.6,81,4.7,209,Sugarcane
67,56,44,23.6,32,8.4,249,Wheat
119,18,27,29.6,77,6.7,133,Groundnut
139,51,92,20.4,86,7.7,169,Soybean
97,49,77,32.4,50,8.0,258,Cotton
50,34,76,22.1,55,7.9,137,Sunflower
59,57,71,34.2,62,4.5,152,Cotton
67,12,41,23.9,69,6.8,125,Soybean
116,38,63,20.3,80,6.4,196,Maize
94,64,69,23.9,66,5.9,277,Millet
108,19,51,21.6,69,5.2,197,Groundnut
111,41,11,26.6,56,7.0,121,Sugarcane
129,40,87,18.9,59,5.2,140,Millet
140,42,16,18.0,41,5.1,264,Wheat
62,64,56,18.1,65,7.2,264,Wheat
53,52,15,18.4,84,8.2,157,Wheat
123,63,90,35.0,39,6.4,100,Cotton
96,26,75,18.2,73,5.9,258,Maize
130,12,24,22.5,86,6.9,241,Rice
90,27,89,27.3,46,6.5,113,Millet
83,17,87,18.4,56,5.9,172,Sugarcane
67,54,83,25.6,55,4.8,299,Wheat
132,15,92,18.7,74,6.6,121,Sunflower
131,13,11,19.3,70,8.4,200,Maize
74,41,12,22.8,35,7.8,255,Wheat
86,68,28,22.0,56,8.5,191,Rice
88,70,60,38.7,51,5.6,219,Barley
82,86,14,31.4,63,5.4,220,Sugarcane
111,17,37,24.0,49,5.6,133,Millet
59,72,39,15.4,53,7.8,122,Wheat
88,82,37,36.0,53,5.3,270,Sugarcane
112,31,94,23.2,60,7.3,208,Rice
110,63,81,18.7,78,6.5,263,Rice
100,51,14,26.6,47,8.3,164,Millet
85,77,20,23.2,68,4.5,238,Sugarcane
50,52,86,37.7,88,5.3,125,Cotton
147,52,34,28.4,33,8.1,281,Millet
150,34,12,22.1,32,5.7,215,Soybean
56,92,60,16.9,55,5.8,149,Wheat
110,99,86,33.7,54,5.8,271,Cotton
89,50,70,28.1,87,7.5,296,Millet
124,84,54,22.1,82,5.9,132,Millet
77,11,27,19.7,70,5.1,255,Wheat
122,70,69,34.4,35,5.1,128,Cotton
132,75,60,15.9,49,5.2,259,Sugarcane
74,12,74,36.0,59,7.3,139,Cotton
51,53,11,18.5,52,5.9,103,Wheat
138,81,33,28.8,78,6.7,188,Sugarcane
65,26,51,35.4,88,5.5,125,Soybean
61,41,23,21.8,44,6.2,172,Cotton
108,47,32,22.5,48,5.4,129,Groundnut
110,58,22,23.3,80,4.7,137,Groundnut
128,82,18,22.3,88,7.4,222,Sugarcane
97,26,81,19.9,89,5.3,270,Groundnut
107,31,12,15.4,87,6.5,255,Rice
132,12,11,29.8,33,6.9,280,Rice
104,75,74,31.9,84,4.8,279,Cotton
135,95,95,17.4,35,8.0,101,Soybean
139,35,88,38.3,54,6.4,219,Rice
89,51,22,23.8,64,5.9,276,Wheat
131,31,29,38.7,54,5.5,202,Cotton
75,50,33,28.8,37,7.5,136,Millet
72,86,71,36.9,39,4.9,104,Cotton
102,72,80,26.7,85,5.3,288,Sugarcane
92,91,96,37.2,55,7.2,129,Cotton
107,74,47,18.8,58,7.4,203,Sugarcane
139,12,100,37.5,56,7.7,175,Cotton
140,67,66,39.9,30,7.1,167,Cotton
109,20,13,34.2,33,6.0,203,Rice
117,56,55,19.7,41,8.1,124,Rice
77,99,86,38.9,68,7.6,225,Cotton
143,98,95,33.7,62,5.3,106,Cotton
71,33,83,19.4,84,6.2,169,Sugarcane
143,84,58,23.6,50,7.9,246,Sugarcane
62,33,76,19.9,62,7.3,114,Maize
98,13,26,22.3,86,5.2,117,Soybean
129,43,33,34.6,60,8.2,241,Millet
73,12,32,37.1,90,7.4,117,Groundnut
85,39,66,33.7,35,4.6,293,Cotton
94,89,95,24.0,79,6.3,236,Sugarcane
115,16,44,35.8,51,5.3,202,Cotton
144,32,49,25.1,38,8.4,165,Millet
109,43,89,20.1,89,7.6,233,Cotton
134,56,23,24.7,45,5.0,296,Sunflower
79,93,22,26.6,88,5.4,247,Wheat
137,39,23,38.0,45,6.7,118,Millet
64,50,34,22.5,49,6.4,276,Barley
94,67,59,28.7,76,8.1,281,Wheat
136,75,14,37.9,60,6.1,160,Sugarcane
126,53,30,18.6,53,8.4,282,Sugarcane
148,35,86,31.3,57,6.8,205,Rice
113,82,14,26.3,63,6.9,284,Rice
112,50,97,29.3,46,5.8,250,Millet
99,77,72,30.8,44,8.0,208,Cotton
100,77,89,32.0,66,7.3,238,Cotton
134,83,79,17.0,63,6.3,289,Rice
143,23,99,17.5,77,7.1,201,Rice
98,69,13,19.8,85,7.6,226,Soybean
95,34,90,25.1,75,6.1,200,Cotton
70,43,16,28.9,31,7.1,188,Millet
116,53,90,33.8,41,5.9,256,Cotton
142,14,84,19.0,85,5.1,281,Sugarcane
122,45,43,20.7,59,6.1,186,Maize
63,15,54,27.5,67,7.5,259,Sunflower
78,22,88,30.9,44,8.0,211,Cotton
140,88,91,37.7,49,4.6,293,Cotton
52,64,28,19.4,66,8.1,195,Wheat
72,44,37,30.8,57,7.8,123,Soybean
